2067,1,-1.67974,7.10116,0,-1.69493,7.12869,-0.0127311,30.4687,13.6527
2068,1,1.31801,7.07449,0,1.31974,6.9949,0.0175844,434.88,14.657
2069,1,-0.605461,6.96953,0,-0.599115,6.90614,0.0177055,173.905,18.0611
2070,1,-1.6244,6.86721,0,-1.64849,6.89092,-0.0107973,30.1406,22.5219
2071,1,-0.758231,6.64615,0,-0.769265,6.64606,-0.00633137,147.264,31.8793
2072,1,-1.6115,6.55177,0,-1.60905,6.43573,0.0293237,21.62,35.8671
2073,1,-0.710646,6.52853,0,-0.707968,6.43617,0.022251,152.939,36.8581
2074,1,-0.731792,6.4144,0,-0.742988,6.40706,-0.0028107,147.631,41.7228
2075,1,0.924048,6.21729,0,0.942544,6.15257,0.0192838,398.521,50.2211
2076,1,-0.148474,5.91064,0,-0.151401,5.92327,-0.00636691,232.418,65.3097
2077,1,-1.34759,5.85234,0,-1.39047,5.84414,0.00212377,36.7899,68.0975
2078,1,0.802428,5.85234,0,0.831154,5.83128,0.00585918,387.321,68.1988
2079,1,0.31137,5.83313,0,0.322281,5.77991,0.0168302,307.347,69.2119
2080,1,1.03112,5.795,0,1.06955,5.76248,0.00898592,426.713,71.3391
2081,1,-0.151635,5.795,0,-0.151722,5.72561,0.0196761,231.636,71.6553
2082,1,-0.593075,6.99552,0,-0.586602,6.9116,0.0201302,175.661,17.5192
2083,1,-0.212336,6.99552,0,-0.207532,6.97677,0.00493082,227.838,17.0529
2084,1,-1.59618,6.99552,0,-1.57935,6.88834,0.0256667,38.9762,17.6724
2085,1,-0.590872,6.96953,0,-0.584822,6.90626,0.0138021,175.887,18.5861
2086,1,1.00949,6.79214,0,1.01148,6.69052,0.0283139,398.537,25.2195
2045,0,-0.807406,6.48247,0,-0.807725,6.35644,0.0322893,137.074,38.9465
2087,1,-1.41032,5.83313,0,-1.43605,5.72572,0.0329017,25.11,69.6023
2088,1,-1.36962,5.66479,0,-1.41588,5.63328,0.00525175,25.7871,78.9101
2089,1,-0.0290623,4.62779,0,-0.0283571,4.56648,0.0247204,250.522,145.311
2090,1,0.0877586,4.41297,0,0.0966359,4.33217,0.0355659,275.507,162.188
2091,1,-0.412188,3.78667,0,-0.460464,3.74259,0.0220815,152.005,220.231
2092,1,0.36717,3.69265,0,0.415081,3.6347,0.0299827,351.962,230.278
2093,1,0.841393,3.40629,0,0.959199,3.34015,0.0362763,492.53,263.536
2094,1,0.215057,2.85375,0,0.260924,2.8307,0.0141897,328.379,340.439
2056,0,-0.541509,2.73741,0,-0.645027,2.65935,0.0559579,67.8369,359.243
2095,1,-0.708409,6.32551,0,-0.724419,6.31894,-0.00139718,149.082,45.4955
2059,0,0.197647,6.09149,0,0.203091,6.00196,0.0252515,287.375,56.6162
2096,1,0.899778,5.96991,0,0.937952,5.98825,-0.0107033,400.743,62.6758
2097,1,0.412015,4.85985,0,0.433338,4.72248,0.0535418,337.776,128.52
2054,0,0.176429,2.95726,0,0.212147,2.93739,0.0104377,313.282,324.663
2098,1,0.164643,2.86007,0,0.199632,2.80553,0.0351385,311.902,339.681
1981,0,0.217083,2.84118,0,0.263098,2.81967,0.0149002,329.193,342.046
2099,1,-0.495994,2.7079,0,-0.592749,2.63195,0.0554143,81.8401,364.151
2100,1,0.447877,2.21716,0,0.58143,2.18204,0.0315252,449.293,460.028
2101,1,0.210222,5.73859,0,0.220378,5.77947,-0.0178635,291.014,74.5469
2102,1,0.00461887,4.41297,0,0.00903098,4.38142,0.00905341,257.805,162.951
2103,1,0.234711,2.95064,0,0.280831,2.89304,0.0367686,332.947,325.507
2104,1,-0.509532,2.71965,0,-0.609848,2.63723,0.056583,77.0353,362.947
