1464,1,-0.47953,5.95004,0,-0.47811,5.8063,0.0420271,179.965,63.9616
1441,0,-0.426863,5.91064,0,-0.42719,5.77458,0.0439086,187.741,65.3235
1465,1,-1.02042,5.53937,0,-1.0366,5.40053,0.0455455,80.8473,85.7342
1466,1,0.0284944,4.53736,0,0.0331626,4.39947,0.0568552,262.629,152.715
1467,1,-0.646395,4.25917,0,-0.695005,4.18064,0.0328096,111.783,175.759
1468,1,0.604379,4.12455,0,0.635627,3.89385,0.110443,396.677,187.278
1469,1,0.411086,4.04907,0,0.448974,3.9634,0.0385417,353.202,194.727
1470,1,0.424687,4.01738,0,0.44795,3.78782,0.113957,357.338,197.059
1471,1,0.410629,3.8844,0,0.445862,3.75161,0.0659692,357.041,210.476
1472,1,-0.359056,3.61105,0,-0.39587,3.51337,0.0504338,161.86,239.754
1473,1,0.696904,3.26391,0,0.79648,3.17262,0.052756,460.497,281.688
1474,1,-0.0394497,6.28184,0,-0.0330573,6.04061,0.0701561,250.906,47.9945
1475,1,-0.406954,5.8911,0,-0.409537,5.74481,0.0441336,190.277,66.8517
1476,1,-0.439892,5.75729,0,-0.436436,5.54466,0.0723011,183.683,73.2441
1477,1,-0.912332,4.2939,0,-0.96693,4.1516,0.062975,53.5868,172.622
1478,1,-0.641387,4.16867,0,-0.686764,4.03859,0.0573802,109.178,183.965
1479,1,0.417206,3.98607,0,0.442213,3.77637,0.103766,356.154,200.287
1480,1,0.410893,3.96541,0,0.440924,3.77304,0.0968613,355.849,202.025
1481,1,-0.328532,3.56689,0,-0.363173,3.47614,0.0489445,168.953,244.397
1456,0,0.701395,3.33397,0,0.803762,3.26078,0.0413365,457.914,272.546
1482,1,0.661491,3.24104,0,0.761311,3.16966,0.0420289,451.32,284.432
1483,1,0.502837,2.98398,0,0.583142,2.87147,0.0750724,417.528,320.069
1484,1,0.516202,2.52918,0,0.638488,2.46699,0.0451455,451.903,396.97
1485,1,-0.397458,4.93169,0,-0.41478,4.83157,0.0403961,179.265,123.03
1486,1,0.6908,4.81756,0,0.721252,4.66894,0.0612522,393.469,131.073
1487,1,-0.910307,4.30558,0,-0.963776,4.15463,0.0661594,54.2928,171.747
1488,1,-0.647477,4.17982,0,-0.690323,4.04272,0.0604519,108.484,182.988
1367,0,0.627223,4.04907,0,0.665064,3.84745,0.0948497,404.304,194.943
1489,1,0.448246,3.96541,0,0.477566,3.75681,0.104468,364.606,202.144
1490,1,0.483595,2.4975,0,0.603976,2.45943,0.0292844,441.232,402.28
1491,1,0.540134,3.01787,0,0.615407,2.86349,0.101664,427.47,315.141
